,split,image_filename,mask_filename,main_mask_filename,fine_mask_filename
24,test,data/ARCADE/syntax/test/images/93.png,data/FineARCADE/syntax/test/masks/93.png,data/FineARCADE/syntax/test/main_masks/93.png,data/FineARCADE/syntax/test/fine_masks/93.png
25,test,data/ARCADE/syntax/test/images/96.png,data/FineARCADE/syntax/test/masks/96.png,data/FineARCADE/syntax/test/main_masks/96.png,data/FineARCADE/syntax/test/fine_masks/96.png
26,test,data/ARCADE/syntax/test/images/98.png,data/FineARCADE/syntax/test/masks/98.png,data/FineARCADE/syntax/test/main_masks/98.png,data/FineARCADE/syntax/test/fine_masks/98.png
27,test,data/ARCADE/syntax/test/images/99.png,data/FineARCADE/syntax/test/masks/99.png,data/FineARCADE/syntax/test/main_masks/99.png,data/FineARCADE/syntax/test/fine_masks/99.png
28,test,data/ARCADE/syntax/test/images/101.png,data/FineARCADE/syntax/test/masks/101.png,data/FineARCADE/syntax/test/main_masks/101.png,data/FineARCADE/syntax/test/fine_masks/101.png
29,test,data/ARCADE/syntax/test/images/104.png,data/FineARCADE/syntax/test/masks/104.png,data/FineARCADE/syntax/test/main_masks/104.png,data/FineARCADE/syntax/test/fine_masks/104.png
30,test,data/ARCADE/syntax/test/images/112.png,data/FineARCADE/syntax/test/masks/112.png,data/FineARCADE/syntax/test/main_masks/112.png,data/FineARCADE/syntax/test/fine_masks/112.png
31,test,data/ARCADE/syntax/test/images/114.png,data/FineARCADE/syntax/test/masks/114.png,data/FineARCADE/syntax/test/main_masks/114.png,data/FineARCADE/syntax/test/fine_masks/114.png
32,test,data/ARCADE/syntax/test/images/119.png,data/FineARCADE/syntax/test/masks/119.png,data/FineARCADE/syntax/test/main_masks/119.png,data/FineARCADE/syntax/test/fine_masks/119.png
33,test,data/ARCADE/syntax/test/images/121.png,data/FineARCADE/syntax/test/masks/121.png,data/FineARCADE/syntax/test/main_masks/121.png,data/FineARCADE/syntax/test/fine_masks/121.png
34,test,data/ARCADE/syntax/test/images/122.png,data/FineARCADE/syntax/test/masks/122.png,data/FineARCADE/syntax/test/main_masks/122.png,data/FineARCADE/syntax/test/fine_masks/122.png
35,test,data/ARCADE/syntax/test/images/126.png,data/FineARCADE/syntax/test/masks/126.png,data/FineARCADE/syntax/test/main_masks/126.png,data/FineARCADE/syntax/test/fine_masks/126.png
36,test,data/ARCADE/syntax/test/images/127.png,data/FineARCADE/syntax/test/masks/127.png,data/FineARCADE/syntax/test/main_masks/127.png,data/FineARCADE/syntax/test/fine_masks/127.png
37,test,data/ARCADE/syntax/test/images/130.png,data/FineARCADE/syntax/test/masks/130.png,data/FineARCADE/syntax/test/main_masks/130.png,data/FineARCADE/syntax/test/fine_masks/130.png
38,test,data/ARCADE/syntax/test/images/136.png,data/FineARCADE/syntax/test/masks/136.png,data/FineARCADE/syntax/test/main_masks/136.png,data/FineARCADE/syntax/test/fine_masks/136.png
39,test,data/ARCADE/syntax/test/images/138.png,data/FineARCADE/syntax/test/masks/138.png,data/FineARCADE/syntax/test/main_masks/138.png,data/FineARCADE/syntax/test/fine_masks/138.png
40,test,data/ARCADE/syntax/test/images/139.png,data/FineARCADE/syntax/test/masks/139.png,data/FineARCADE/syntax/test/main_masks/139.png,data/FineARCADE/syntax/test/fine_masks/139.png
41,test,data/ARCADE/syntax/test/images/140.png,data/FineARCADE/syntax/test/masks/140.png,data/FineARCADE/syntax/test/main_masks/140.png,data/FineARCADE/syntax/test/fine_masks/140.png
42,test,data/ARCADE/syntax/test/images/143.png,data/FineARCADE/syntax/test/masks/143.png,data/FineARCADE/syntax/test/main_masks/143.png,data/FineARCADE/syntax/test/fine_masks/143.png
43,test,data/ARCADE/syntax/test/images/144.png,data/FineARCADE/syntax/test/masks/144.png,data/FineARCADE/syntax/test/main_masks/144.png,data/FineARCADE/syntax/test/fine_masks/144.png
44,test,data/ARCADE/syntax/test/images/149.png,data/FineARCADE/syntax/test/masks/149.png,data/FineARCADE/syntax/test/main_masks/149.png,data/FineARCADE/syntax/test/fine_masks/149.png
45,test,data/ARCADE/syntax/test/images/150.png,data/FineARCADE/syntax/test/masks/150.png,data/FineARCADE/syntax/test/main_masks/150.png,data/FineARCADE/syntax/test/fine_masks/150.png
46,test,data/ARCADE/syntax/test/images/151.png,data/FineARCADE/syntax/test/masks/151.png,data/FineARCADE/syntax/test/main_masks/151.png,data/FineARCADE/syntax/test/fine_masks/151.png
47,test,data/ARCADE/syntax/test/images/154.png,data/FineARCADE/syntax/test/masks/154.png,data/FineARCADE/syntax/test/main_masks/154.png,data/FineARCADE/syntax/test/fine_masks/154.png
48,test,data/ARCADE/syntax/test/images/155.png,data/FineARCADE/syntax/test/masks/155.png,data/FineARCADE/syntax/test/main_masks/155.png,data/FineARCADE/syntax/test/fine_masks/155.png
49,test,data/ARCADE/syntax/test/images/156.png,data/FineARCADE/syntax/test/masks/156.png,data/FineARCADE/syntax/test/main_masks/156.png,data/FineARCADE/syntax/test/fine_masks/156.png
50,test,data/ARCADE/syntax/test/images/165.png,data/FineARCADE/syntax/test/masks/165.png,data/FineARCADE/syntax/test/main_masks/165.png,data/FineARCADE/syntax/test/fine_masks/165.png
51,test,data/ARCADE/syntax/test/images/167.png,data/FineARCADE/syntax/test/masks/167.png,data/FineARCADE/syntax/test/main_masks/167.png,data/FineARCADE/syntax/test/fine_masks/167.png
52,test,data/ARCADE/syntax/test/images/172.png,data/FineARCADE/syntax/test/masks/172.png,data/FineARCADE/syntax/test/main_masks/172.png,data/FineARCADE/syntax/test/fine_masks/172.png
53,test,data/ARCADE/syntax/test/images/174.png,data/FineARCADE/syntax/test/masks/174.png,data/FineARCADE/syntax/test/main_masks/174.png,data/FineARCADE/syntax/test/fine_masks/174.png
54,test,data/ARCADE/syntax/test/images/193.png,data/FineARCADE/syntax/test/masks/193.png,data/FineARCADE/syntax/test/main_masks/193.png,data/FineARCADE/syntax/test/fine_masks/193.png
55,test,data/ARCADE/syntax/test/images/195.png,data/FineARCADE/syntax/test/masks/195.png,data/FineARCADE/syntax/test/main_masks/195.png,data/FineARCADE/syntax/test/fine_masks/195.png
56,test,data/ARCADE/syntax/test/images/196.png,data/FineARCADE/syntax/test/masks/196.png,data/FineARCADE/syntax/test/main_masks/196.png,data/FineARCADE/syntax/test/fine_masks/196.png
57,test,data/ARCADE/syntax/test/images/197.png,data/FineARCADE/syntax/test/masks/197.png,data/FineARCADE/syntax/test/main_masks/197.png,data/FineARCADE/syntax/test/fine_masks/197.png
58,test,data/ARCADE/syntax/test/images/203.png,data/FineARCADE/syntax/test/masks/203.png,data/FineARCADE/syntax/test/main_masks/203.png,data/FineARCADE/syntax/test/fine_masks/203.png
59,test,data/ARCADE/syntax/test/images/204.png,data/FineARCADE/syntax/test/masks/204.png,data/FineARCADE/syntax/test/main_masks/204.png,data/FineARCADE/syntax/test/fine_masks/204.png
60,test,data/ARCADE/syntax/test/images/206.png,data/FineARCADE/syntax/test/masks/206.png,data/FineARCADE/syntax/test/main_masks/206.png,data/FineARCADE/syntax/test/fine_masks/206.png
61,test,data/ARCADE/syntax/test/images/209.png,data/FineARCADE/syntax/test/masks/209.png,data/FineARCADE/syntax/test/main_masks/209.png,data/FineARCADE/syntax/test/fine_masks/209.png
62,test,data/ARCADE/syntax/test/images/216.png,data/FineARCADE/syntax/test/masks/216.png,data/FineARCADE/syntax/test/main_masks/216.png,data/FineARCADE/syntax/test/fine_masks/216.png
63,test,data/ARCADE/syntax/test/images/217.png,data/FineARCADE/syntax/test/masks/217.png,data/FineARCADE/syntax/test/main_masks/217.png,data/FineARCADE/syntax/test/fine_masks/217.png
64,test,data/ARCADE/syntax/test/images/221.png,data/FineARCADE/syntax/test/masks/221.png,data/FineARCADE/syntax/test/main_masks/221.png,data/FineARCADE/syntax/test/fine_masks/221.png
65,test,data/ARCADE/syntax/test/images/227.png,data/FineARCADE/syntax/test/masks/227.png,data/FineARCADE/syntax/test/main_masks/227.png,data/FineARCADE/syntax/test/fine_masks/227.png
66,test,data/ARCADE/syntax/test/images/228.png,data/FineARCADE/syntax/test/masks/228.png,data/FineARCADE/syntax/test/main_masks/228.png,data/FineARCADE/syntax/test/fine_masks/228.png
67,test,data/ARCADE/syntax/test/images/230.png,data/FineARCADE/syntax/test/masks/230.png,data/FineARCADE/syntax/test/main_masks/230.png,data/FineARCADE/syntax/test/fine_masks/230.png
68,test,data/ARCADE/syntax/test/images/232.png,data/FineARCADE/syntax/test/masks/232.png,data/FineARCADE/syntax/test/main_masks/232.png,data/FineARCADE/syntax/test/fine_masks/232.png
69,test,data/ARCADE/syntax/test/images/248.png,data/FineARCADE/syntax/test/masks/248.png,data/FineARCADE/syntax/test/main_masks/248.png,data/FineARCADE/syntax/test/fine_masks/248.png
70,test,data/ARCADE/syntax/test/images/249.png,data/FineARCADE/syntax/test/masks/249.png,data/FineARCADE/syntax/test/main_masks/249.png,data/FineARCADE/syntax/test/fine_masks/249.png
71,test,data/ARCADE/syntax/test/images/251.png,data/FineARCADE/syntax/test/masks/251.png,data/FineARCADE/syntax/test/main_masks/251.png,data/FineARCADE/syntax/test/fine_masks/251.png
72,test,data/ARCADE/syntax/test/images/256.png,data/FineARCADE/syntax/test/masks/256.png,data/FineARCADE/syntax/test/main_masks/256.png,data/FineARCADE/syntax/test/fine_masks/256.png
73,test,data/ARCADE/syntax/test/images/257.png,data/FineARCADE/syntax/test/masks/257.png,data/FineARCADE/syntax/test/main_masks/257.png,data/FineARCADE/syntax/test/fine_masks/257.png
74,test,data/ARCADE/syntax/test/images/259.png,data/FineARCADE/syntax/test/masks/259.png,data/FineARCADE/syntax/test/main_masks/259.png,data/FineARCADE/syntax/test/fine_masks/259.png
75,test,data/ARCADE/syntax/test/images/260.png,data/FineARCADE/syntax/test/masks/260.png,data/FineARCADE/syntax/test/main_masks/260.png,data/FineARCADE/syntax/test/fine_masks/260.png
76,test,data/ARCADE/syntax/test/images/261.png,data/FineARCADE/syntax/test/masks/261.png,data/FineARCADE/syntax/test/main_masks/261.png,data/FineARCADE/syntax/test/fine_masks/261.png
77,test,data/ARCADE/syntax/test/images/262.png,data/FineARCADE/syntax/test/masks/262.png,data/FineARCADE/syntax/test/main_masks/262.png,data/FineARCADE/syntax/test/fine_masks/262.png
78,test,data/ARCADE/syntax/test/images/263.png,data/FineARCADE/syntax/test/masks/263.png,data/FineARCADE/syntax/test/main_masks/263.png,data/FineARCADE/syntax/test/fine_masks/263.png
79,test,data/ARCADE/syntax/test/images/264.png,data/FineARCADE/syntax/test/masks/264.png,data/FineARCADE/syntax/test/main_masks/264.png,data/FineARCADE/syntax/test/fine_masks/264.png
80,test,data/ARCADE/syntax/test/images/265.png,data/FineARCADE/syntax/test/masks/265.png,data/FineARCADE/syntax/test/main_masks/265.png,data/FineARCADE/syntax/test/fine_masks/265.png
81,test,data/ARCADE/syntax/test/images/267.png,data/FineARCADE/syntax/test/masks/267.png,data/FineARCADE/syntax/test/main_masks/267.png,data/FineARCADE/syntax/test/fine_masks/267.png
82,test,data/ARCADE/syntax/test/images/268.png,data/FineARCADE/syntax/test/masks/268.png,data/FineARCADE/syntax/test/main_masks/268.png,data/FineARCADE/syntax/test/fine_masks/268.png
83,test,data/ARCADE/syntax/test/images/269.png,data/FineARCADE/syntax/test/masks/269.png,data/FineARCADE/syntax/test/main_masks/269.png,data/FineARCADE/syntax/test/fine_masks/269.png
84,test,data/ARCADE/syntax/test/images/270.png,data/FineARCADE/syntax/test/masks/270.png,data/FineARCADE/syntax/test/main_masks/270.png,data/FineARCADE/syntax/test/fine_masks/270.png
85,test,data/ARCADE/syntax/test/images/271.png,data/FineARCADE/syntax/test/masks/271.png,data/FineARCADE/syntax/test/main_masks/271.png,data/FineARCADE/syntax/test/fine_masks/271.png
86,test,data/ARCADE/syntax/test/images/274.png,data/FineARCADE/syntax/test/masks/274.png,data/FineARCADE/syntax/test/main_masks/274.png,data/FineARCADE/syntax/test/fine_masks/274.png
87,test,data/ARCADE/syntax/test/images/275.png,data/FineARCADE/syntax/test/masks/275.png,data/FineARCADE/syntax/test/main_masks/275.png,data/FineARCADE/syntax/test/fine_masks/275.png
88,test,data/ARCADE/syntax/test/images/280.png,data/FineARCADE/syntax/test/masks/280.png,data/FineARCADE/syntax/test/main_masks/280.png,data/FineARCADE/syntax/test/fine_masks/280.png
89,test,data/ARCADE/syntax/test/images/283.png,data/FineARCADE/syntax/test/masks/283.png,data/FineARCADE/syntax/test/main_masks/283.png,data/FineARCADE/syntax/test/fine_masks/283.png
90,test,data/ARCADE/syntax/test/images/284.png,data/FineARCADE/syntax/test/masks/284.png,data/FineARCADE/syntax/test/main_masks/284.png,data/FineARCADE/syntax/test/fine_masks/284.png
91,test,data/ARCADE/syntax/test/images/287.png,data/FineARCADE/syntax/test/masks/287.png,data/FineARCADE/syntax/test/main_masks/287.png,data/FineARCADE/syntax/test/fine_masks/287.png
92,test,data/ARCADE/syntax/test/images/290.png,data/FineARCADE/syntax/test/masks/290.png,data/FineARCADE/syntax/test/main_masks/290.png,data/FineARCADE/syntax/test/fine_masks/290.png
93,test,data/ARCADE/syntax/test/images/292.png,data/FineARCADE/syntax/test/masks/292.png,data/FineARCADE/syntax/test/main_masks/292.png,data/FineARCADE/syntax/test/fine_masks/292.png
94,test,data/ARCADE/syntax/test/images/294.png,data/FineARCADE/syntax/test/masks/294.png,data/FineARCADE/syntax/test/main_masks/294.png,data/FineARCADE/syntax/test/fine_masks/294.png
95,test,data/ARCADE/syntax/test/images/300.png,data/FineARCADE/syntax/test/masks/300.png,data/FineARCADE/syntax/test/main_masks/300.png,data/FineARCADE/syntax/test/fine_masks/300.png
96,test,data/ARCADE/syntax/train/images/19.png,data/FineARCADE/syntax/train/masks/19.png,data/FineARCADE/syntax/train/main_masks/19.png,data/FineARCADE/syntax/train/fine_masks/19.png
97,test,data/ARCADE/syntax/train/images/20.png,data/FineARCADE/syntax/train/masks/20.png,data/FineARCADE/syntax/train/main_masks/20.png,data/FineARCADE/syntax/train/fine_masks/20.png
98,test,data/ARCADE/syntax/train/images/21.png,data/FineARCADE/syntax/train/masks/21.png,data/FineARCADE/syntax/train/main_masks/21.png,data/FineARCADE/syntax/train/fine_masks/21.png
99,test,data/ARCADE/syntax/train/images/28.png,data/FineARCADE/syntax/train/masks/28.png,data/FineARCADE/syntax/train/main_masks/28.png,data/FineARCADE/syntax/train/fine_masks/28.png
100,test,data/ARCADE/syntax/train/images/30.png,data/FineARCADE/syntax/train/masks/30.png,data/FineARCADE/syntax/train/main_masks/30.png,data/FineARCADE/syntax/train/fine_masks/30.png
101,test,data/ARCADE/syntax/train/images/33.png,data/FineARCADE/syntax/train/masks/33.png,data/FineARCADE/syntax/train/main_masks/33.png,data/FineARCADE/syntax/train/fine_masks/33.png
102,test,data/ARCADE/syntax/train/images/36.png,data/FineARCADE/syntax/train/masks/36.png,data/FineARCADE/syntax/train/main_masks/36.png,data/FineARCADE/syntax/train/fine_masks/36.png
103,test,data/ARCADE/syntax/train/images/4.png,data/FineARCADE/syntax/train/masks/4.png,data/FineARCADE/syntax/train/main_masks/4.png,data/FineARCADE/syntax/train/fine_masks/4.png
104,test,data/ARCADE/syntax/train/images/41.png,data/FineARCADE/syntax/train/masks/41.png,data/FineARCADE/syntax/train/main_masks/41.png,data/FineARCADE/syntax/train/fine_masks/41.png
105,test,data/ARCADE/syntax/train/images/43.png,data/FineARCADE/syntax/train/masks/43.png,data/FineARCADE/syntax/train/main_masks/43.png,data/FineARCADE/syntax/train/fine_masks/43.png
106,test,data/ARCADE/syntax/train/images/45.png,data/FineARCADE/syntax/train/masks/45.png,data/FineARCADE/syntax/train/main_masks/45.png,data/FineARCADE/syntax/train/fine_masks/45.png
107,test,data/ARCADE/syntax/train/images/49.png,data/FineARCADE/syntax/train/masks/49.png,data/FineARCADE/syntax/train/main_masks/49.png,data/FineARCADE/syntax/train/fine_masks/49.png
108,test,data/ARCADE/syntax/train/images/5.png,data/FineARCADE/syntax/train/masks/5.png,data/FineARCADE/syntax/train/main_masks/5.png,data/FineARCADE/syntax/train/fine_masks/5.png
109,test,data/ARCADE/syntax/train/images/51.png,data/FineARCADE/syntax/train/masks/51.png,data/FineARCADE/syntax/train/main_masks/51.png,data/FineARCADE/syntax/train/fine_masks/51.png
110,test,data/ARCADE/syntax/train/images/52.png,data/FineARCADE/syntax/train/masks/52.png,data/FineARCADE/syntax/train/main_masks/52.png,data/FineARCADE/syntax/train/fine_masks/52.png
111,test,data/ARCADE/syntax/train/images/56.png,data/FineARCADE/syntax/train/masks/56.png,data/FineARCADE/syntax/train/main_masks/56.png,data/FineARCADE/syntax/train/fine_masks/56.png
112,test,data/ARCADE/syntax/train/images/59.png,data/FineARCADE/syntax/train/masks/59.png,data/FineARCADE/syntax/train/main_masks/59.png,data/FineARCADE/syntax/train/fine_masks/59.png
113,test,data/ARCADE/syntax/train/images/68.png,data/FineARCADE/syntax/train/masks/68.png,data/FineARCADE/syntax/train/main_masks/68.png,data/FineARCADE/syntax/train/fine_masks/68.png
114,test,data/ARCADE/syntax/train/images/70.png,data/FineARCADE/syntax/train/masks/70.png,data/FineARCADE/syntax/train/main_masks/70.png,data/FineARCADE/syntax/train/fine_masks/70.png
115,test,data/ARCADE/syntax/train/images/72.png,data/FineARCADE/syntax/train/masks/72.png,data/FineARCADE/syntax/train/main_masks/72.png,data/FineARCADE/syntax/train/fine_masks/72.png
116,test,data/ARCADE/syntax/train/images/75.png,data/FineARCADE/syntax/train/masks/75.png,data/FineARCADE/syntax/train/main_masks/75.png,data/FineARCADE/syntax/train/fine_masks/75.png
117,test,data/ARCADE/syntax/train/images/77.png,data/FineARCADE/syntax/train/masks/77.png,data/FineARCADE/syntax/train/main_masks/77.png,data/FineARCADE/syntax/train/fine_masks/77.png
118,test,data/ARCADE/syntax/train/images/81.png,data/FineARCADE/syntax/train/masks/81.png,data/FineARCADE/syntax/train/main_masks/81.png,data/FineARCADE/syntax/train/fine_masks/81.png
119,test,data/ARCADE/syntax/train/images/82.png,data/FineARCADE/syntax/train/masks/82.png,data/FineARCADE/syntax/train/main_masks/82.png,data/FineARCADE/syntax/train/fine_masks/82.png
120,test,data/ARCADE/syntax/train/images/97.png,data/FineARCADE/syntax/train/masks/97.png,data/FineARCADE/syntax/train/main_masks/97.png,data/FineARCADE/syntax/train/fine_masks/97.png
121,test,data/ARCADE/syntax/train/images/101.png,data/FineARCADE/syntax/train/masks/101.png,data/FineARCADE/syntax/train/main_masks/101.png,data/FineARCADE/syntax/train/fine_masks/101.png
122,test,data/ARCADE/syntax/train/images/104.png,data/FineARCADE/syntax/train/masks/104.png,data/FineARCADE/syntax/train/main_masks/104.png,data/FineARCADE/syntax/train/fine_masks/104.png
123,test,data/ARCADE/syntax/train/images/106.png,data/FineARCADE/syntax/train/masks/106.png,data/FineARCADE/syntax/train/main_masks/106.png,data/FineARCADE/syntax/train/fine_masks/106.png
124,test,data/ARCADE/syntax/train/images/107.png,data/FineARCADE/syntax/train/masks/107.png,data/FineARCADE/syntax/train/main_masks/107.png,data/FineARCADE/syntax/train/fine_masks/107.png
125,test,data/ARCADE/syntax/train/images/110.png,data/FineARCADE/syntax/train/masks/110.png,data/FineARCADE/syntax/train/main_masks/110.png,data/FineARCADE/syntax/train/fine_masks/110.png
126,test,data/ARCADE/syntax/train/images/112.png,data/FineARCADE/syntax/train/masks/112.png,data/FineARCADE/syntax/train/main_masks/112.png,data/FineARCADE/syntax/train/fine_masks/112.png
127,test,data/ARCADE/syntax/train/images/123.png,data/FineARCADE/syntax/train/masks/123.png,data/FineARCADE/syntax/train/main_masks/123.png,data/FineARCADE/syntax/train/fine_masks/123.png
128,test,data/ARCADE/syntax/train/images/127.png,data/FineARCADE/syntax/train/masks/127.png,data/FineARCADE/syntax/train/main_masks/127.png,data/FineARCADE/syntax/train/fine_masks/127.png
129,test,data/ARCADE/syntax/train/images/134.png,data/FineARCADE/syntax/train/masks/134.png,data/FineARCADE/syntax/train/main_masks/134.png,data/FineARCADE/syntax/train/fine_masks/134.png
130,test,data/ARCADE/syntax/train/images/137.png,data/FineARCADE/syntax/train/masks/137.png,data/FineARCADE/syntax/train/main_masks/137.png,data/FineARCADE/syntax/train/fine_masks/137.png
131,test,data/ARCADE/syntax/train/images/147.png,data/FineARCADE/syntax/train/masks/147.png,data/FineARCADE/syntax/train/main_masks/147.png,data/FineARCADE/syntax/train/fine_masks/147.png
132,test,data/ARCADE/syntax/train/images/152.png,data/FineARCADE/syntax/train/masks/152.png,data/FineARCADE/syntax/train/main_masks/152.png,data/FineARCADE/syntax/train/fine_masks/152.png
133,test,data/ARCADE/syntax/train/images/154.png,data/FineARCADE/syntax/train/masks/154.png,data/FineARCADE/syntax/train/main_masks/154.png,data/FineARCADE/syntax/train/fine_masks/154.png
134,test,data/ARCADE/syntax/train/images/155.png,data/FineARCADE/syntax/train/masks/155.png,data/FineARCADE/syntax/train/main_masks/155.png,data/FineARCADE/syntax/train/fine_masks/155.png
135,test,data/ARCADE/syntax/train/images/159.png,data/FineARCADE/syntax/train/masks/159.png,data/FineARCADE/syntax/train/main_masks/159.png,data/FineARCADE/syntax/train/fine_masks/159.png
136,test,data/ARCADE/syntax/train/images/164.png,data/FineARCADE/syntax/train/masks/164.png,data/FineARCADE/syntax/train/main_masks/164.png,data/FineARCADE/syntax/train/fine_masks/164.png
137,test,data/ARCADE/syntax/train/images/165.png,data/FineARCADE/syntax/train/masks/165.png,data/FineARCADE/syntax/train/main_masks/165.png,data/FineARCADE/syntax/train/fine_masks/165.png
138,test,data/ARCADE/syntax/train/images/170.png,data/FineARCADE/syntax/train/masks/170.png,data/FineARCADE/syntax/train/main_masks/170.png,data/FineARCADE/syntax/train/fine_masks/170.png
139,test,data/ARCADE/syntax/train/images/172.png,data/FineARCADE/syntax/train/masks/172.png,data/FineARCADE/syntax/train/main_masks/172.png,data/FineARCADE/syntax/train/fine_masks/172.png
140,test,data/ARCADE/syntax/train/images/175.png,data/FineARCADE/syntax/train/masks/175.png,data/FineARCADE/syntax/train/main_masks/175.png,data/FineARCADE/syntax/train/fine_masks/175.png
141,test,data/ARCADE/syntax/train/images/176.png,data/FineARCADE/syntax/train/masks/176.png,data/FineARCADE/syntax/train/main_masks/176.png,data/FineARCADE/syntax/train/fine_masks/176.png
142,test,data/ARCADE/syntax/train/images/182.png,data/FineARCADE/syntax/train/masks/182.png,data/FineARCADE/syntax/train/main_masks/182.png,data/FineARCADE/syntax/train/fine_masks/182.png
143,test,data/ARCADE/syntax/train/images/194.png,data/FineARCADE/syntax/train/masks/194.png,data/FineARCADE/syntax/train/main_masks/194.png,data/FineARCADE/syntax/train/fine_masks/194.png
144,test,data/ARCADE/syntax/train/images/196.png,data/FineARCADE/syntax/train/masks/196.png,data/FineARCADE/syntax/train/main_masks/196.png,data/FineARCADE/syntax/train/fine_masks/196.png
145,test,data/ARCADE/syntax/train/images/197.png,data/FineARCADE/syntax/train/masks/197.png,data/FineARCADE/syntax/train/main_masks/197.png,data/FineARCADE/syntax/train/fine_masks/197.png
